half_day_key,prev_num_articles_ma1_10,prev_extremely_positive_count_ma1_5,prev_atr_lag9,prev_macd_signal_lag4,prev_rsi_ma5,prev_bb_lower_lag10,prev_quote_volume_ma8,prev_macd_hist_std8_ma,prev_williams_r_ma7,volume_prev_ma10,prev_quote_volume_ma7,prev_close_ma5,prev_avg_sentiment_std1_6_ma,prev_macd_hist_std7_ma,prev_extremely_positive_count_ma1_4,prev_extremely_negative_count_lag5,prev_taker_buy_base_volume_std7_ma,avg_sentiment_news_prev_std5_ma,2_periods_back_back_change_pct,2_periods_back_back_change_pct_lag1,2_periods_back_back_change_pct_lag4,prev_avg_sentiment_lag4,prev_min_sentiment_lag10,2_periods_back_back_change_pct_lag8,prev_std_sentiment_lag1,prev_min_sentiment_lag1,prev_std_sentiment_lag3,prev_rsi_std2_ma,prev_taker_buy_quote_volume_lag10,prev_median_sentiment_lag8,,Indicator
2021-02-01_H1,12.7,1.6,2301.673152,-674.5883126,50.73826031,29766.34191,2040410957,207.7208831,-41.79649741,1434671560,2160592332,33794.356,0.659800917,213.3620823,1.5,1,16666.67432,1.808275138,-0.013290701,-0.021218422,-0.077793181,0.089166667,-0.16,-0.008466301,2.433317352,-0.24,1.156355626,1.271009494,675733523.2,0.465,,1
2021-02-01_H2,13.1,2,2309.287213,-583.3030702,50.71181028,29394.34043,2099560551,214.0083451,-44.90273717,1431892257,2148867505,33782.882,0.655093123,210.5759573,2.25,2,18835.01703,1.84608604,0.031725644,-0.013290701,-0.017022908,1.0875,-3.55,0.034298665,1.367539965,-0.23,1.528442562,1.73423007,527456183,2.22,,0
2021-02-02_H1,13.2,2,2289.661697,-490.8508383,50.58762792,29065.58254,2020188888,212.7091743,-51.02455342,1285357843,1663090170,33756.268,1.036690188,191.2335981,2,0,18073.99663,1.807004717,-0.019265261,0.031725644,0.019270243,1.238333333,0.16,0.062839806,1.425155798,-0.33,2.433317352,1.993203028,912623602.1,0.33,,1
2021-02-02_H2,13.1,2,2313.401576,-412.5574177,50.88251956,29040.23029,1634515565,196.7166756,-50.30497641,1286159879,1342915872,33837.416,1.053728432,162.5344873,2.25,0,16073.20983,1.868625849,0.035413351,-0.019265261,-0.021218422,2.116666667,0.09,0.110560171,3.036606293,-4.81,1.367539965,2.111259112,601128611.9,0.45,,1
2021-02-03_H1,12.1,2.6,2582.058606,-353.8049984,52.0558069,29259.98801,1335279958,172.1618771,-47.52809649,2036230017,1282101390,34224.372,1.062588757,129.3411568,2.75,0,14041.57056,1.751079945,0.023064167,0.035413351,-0.013290701,0.859,-4.54,-0.077793181,1.351649582,-3.1,1.425155798,2.134075567,867827544.6,0.21,,1
2021-02-03_H2,10.6,2.4,2757.047277,-292.1781084,53.81824832,29309.15399,1295866966,144.9666426,-44.90392774,1809961312,1312852229,34792.094,0.841896451,97.14299758,2,0,12027.2057,1.890190925,0.012875646,0.023064167,0.031725644,0.942380952,-3.29,-0.017022908,1.559022601,-2.12,3.036606293,1.323276508,2342688413,0.625,,1
2021-02-04_H1,10.6,2,2710.686758,-241.7956195,55.8015328,29461.49665,1343621549,120.1527972,-38.76448253,1668700103,1407538696,35488.62,0.836548299,79.04759084,2.25,0,9637.429588,2.093983528,0.047121283,0.012875646,-0.019265261,-1.035555556,-4.68,0.019270243,2.025021536,-4.74,1.351649582,2.142626843,1779252621,0.405,,0
2021-02-04_H2,11.9,2.4,2616.306989,-181.5048728,57.96816738,29491.02758,1474663013,101.6949019,-33.02571884,1717595399,1486266368,36256.598,0.797950223,76.94564946,2.5,4,7359.095004,2.286565319,-0.008002423,0.047121283,0.035413351,0.292142857,0.32,-0.021218422,1.376486524,0.01,1.559022601,2.05948184,838653353.5,1.97,,0
2021-02-05_H1,14.1,3.2,2510.69149,-105.8472461,59.04059186,29610.94538,1489000046,91.24053892,-30.06460336,1787979089,1462808896,36708.57,0.449766292,85.57165339,3,1,4988.585048,2.510849604,-0.010499031,-0.008002423,0.023064167,1.325294118,0.11,-0.013290701,1.519256058,-2.21,2.025021536,1.040364397,603328047.2,0.25,,1
2021-02-05_H2,15,3,2477.665669,-16.25502379,60.11551269,29652.1858,1421584834,90.56970193,-24.59003003,1808264979,1464748586,37148.274,0.436712905,89.64895663,3.5,1,3735.235987,2.910851534,0.019996258,-0.010499031,0.012875646,0.067,-0.24,0.031725644,2.47337355,-4.82,1.376486524,1.391714072,436765363.1,0.34,,1
2021-02-06_H1,15.5,3.8,2473.625979,103.7277802,61.23888304,29873.97158,1453687750,93.95424574,-19.64222111,1840784721,1456429809,37613.956,0.440720374,91.20976022,4.25,1,3567.875583,2.88617335,0.015568507,0.019996258,0.047121283,0.806666667,-0.23,-0.019265261,1.771447576,-1.65,1.519256058,1.413336937,645737188.4,-0.15,,1
2021-02-06_H2,14.4,3.8,2391.705552,231.4923225,62.43868652,29973.00648,1542757335,95.58682523,-15.40931736,1903475192,1580032874,38127.302,0.350338762,92.30754319,4,0,3722.237012,2.553995381,0.050478149,0.015568507,-0.008002423,0.504705882,-0.33,0.035413351,2.113920528,-3.12,2.47337355,2.363390271,869115184.9,0.23,,0
2021-02-07_H1,14.7,3.6,2381.590869,350.7651753,62.92503851,29987.8143,1604409406,95.75064254,-14.34525727,1942708655,1634721322,38505.538,0.356645539,90.16488488,3,1,3871.055204,2.255002524,-0.02427836,0.050478149,-0.010499031,0.342857143,-4.81,0.023064167,2.4746809,-4.73,1.771447576,3.455813786,544043781.9,0.98,,0
2021-02-07_H2,13.7,2.6,2329.429379,469.7038163,63.61478852,30097.20845,1634063361,92.97486852,-15.94885026,1945272925,1644785728,38925.978,0.481986449,82.29960466,2.5,3,4163.079312,1.946168993,-0.004619399,-0.02427836,0.019996258,0.785833333,-3.1,0.012875646,2.097064868,-4.69,2.113920528,1.942020069,737336011,0.33,,0
2021-02-08_H1,12.9,2,2268.942994,590.6828886,63.6057304,30123.39091,1642570481,89.31050651,-16.88721792,1153210707,1599432945,39155.152,0.467269914,74.18319343,1.25,0,4285.425017,1.59740077,-0.005546797,-0.004619399,0.015568507,1.338,-2.12,0.047121283,1.770487221,0.09,2.4746809,0.671589546,627454953.6,0.285,,1
2021-02-08_H2,13.2,1.8,2239.142066,735.721601,63.6404019,30063.77622,1553574004,84.88947257,-15.96010657,1120236907,1560065178,39384.986,0.486535195,69.04866019,1.75,1,4542.478498,1.207253733,0.015194441,-0.005546797,0.050478149,0.543,-4.74,-0.008002423,0.350776915,0.04,2.097064868,1.130076498,696637718.8,0.13,,1
2021-02-09_H1,13,1.8,2225.333347,870.3977811,65.45435235,29897.1088,1946178975,84.50381465,-14.18566719,1513599903,2062345058,40623.654,0.468320133,72.46523867,1.75,1,6077.326452,0.978098212,0.176839948,0.015194441,-0.02427836,0.509166667,0.01,-0.010499031,2.340947649,-3.14,1.770487221,5.586044583,759610327.3,0.265,,1
2021-02-09_H2,12.3,1.6,2182.229537,987.2961236,68.23600505,29784.58966,2197392878,92.68698014,-15.09411172,1656228160,2314697304,42059.826,0.435151287,89.8567785,1.75,1,7564.702462,0.738735894,0.000225249,0.176839948,-0.004619399,1.5225,-2.21,0.019996258,1.323542805,-0.17,0.350776915,4.896209624,990725773.6,0.15,,1
2021-02-10_H1,11.5,2.4,2114.213141,1080.670287,71.16148311,29876.3183,2305801114,109.3709617,-16.53753675,1697921025,2328479841,43544.616,0.370218505,116.6629541,3,0,8824.023299,0.57247356,0.001328371,0.000225249,-0.005546797,0.417777778,-4.82,0.015568507,1.246340867,0.03,2.340947649,0.022901718,716984240.3,0.64,,1
2021-02-10_H2,11.9,2.8,2040.349345,1161.951699,74.38504464,30029.62142,2273303987,131.269473,-15.46338617,1761637153,2344483824,45098.212,0.334922036,150.8724987,2.5,0,10098.3433,0.593162102,0.002735566,0.001328371,0.015194441,1.207692308,-1.65,0.050478149,1.566442416,-0.3,1.323542805,0.109602276,568914570.4,0.265,,0
2021-02-11_H1,12.3,3,2056.318678,1339.656128,75.46302479,30097.48947,2369495486,155.79044,-16.33512664,1860106277,2475215179,46177.32,0.198412062,182.8459808,3.25,1,11324.76494,0.641230932,-0.038206952,0.002735566,0.176839948,1.219,-3.12,-0.02427836,1.579145207,-3.4,1.246340867,3.189753461,663799309.4,0.36,,1
2021-02-11_H2,12,2.8,2046.594487,1565.524253,74.2698472,30366.56574,2335741563,181.6731461,-15.25308504,1821554461,2436981251,46103.68,0.214732314,205.6078275,3.25,0,12702.72653,0.711409496,0.027070814,-0.038206952,0.000225249,1.059,-4.73,-0.004619399,1.386086459,-0.92,1.566442416,3.978667565,1179665151,1.035,,1
2021-02-12_H1,12.8,4.2,2027.337738,1806.802123,73.73876953,31031.07686,2485634180,200.3668729,-13.29133694,1933590033,2664644574,46415.342,0.361457579,212.4626041,4,0,13896.14003,0.873145651,0.042044784,0.027070814,0.001328371,1.2195,-4.69,-0.005546797,1.915878513,-1.97,1.579145207,2.051770388,885515596.2,0.35,,0
2021-02-12_H2,13,3.4,2019.791471,2043.622936,72.81358697,31594.45026,2579925074,208.7665395,-14.57293537,1963721431,2284346434,46644.666,0.478945103,216.7456866,3.75,0,12797.24294,1.053406111,-0.00729052,0.042044784,0.002735566,0.710625,0.09,0.015194441,1.610562177,0.01,1.386086459,1.849939609,793520460.5,0.73,,0
2021-02-13_H1,13.2,3.6,1983.384937,2232.195198,71.57159638,31872.07488,2260513547,217.2530638,-14.83601182,2009063026,2134482965,46804.414,0.476602742,215.2469607,3.25,1,11526.04903,1.155491532,-0.004630039,-0.00729052,-0.038206952,1.006315789,0.04,0.176839948,2.765108798,-4.11,1.915878513,1.147126087,780962447.1,0.74,,0
2021-02-13_H2,12.7,3.2,2391.746013,2395.55871,71.4025175,31785.65511,2078111259,223.0659163,-15.85400755,2030818089,2054480327,47155.336,0.572143848,209.6533435,3.75,0,10298.62685,1.213483717,-0.017412683,-0.004630039,0.027070814,0.782857143,-3.14,0.000225249,1.825913968,-0.7,1.610562177,1.674019881,617102964.8,0.6,,1
2021-02-14_H1,12.4,3.2,2409.634869,2559.539462,70.99402542,30751.42402,1963195390,225.4915845,-16.30136541,1571743265,1974070016,47385.958,0.592618699,200.6538849,2,0,9180.197187,1.34616331,0.013146659,-0.017412683,0.042044784,1.715,-0.17,0.001328371,1.89037978,0.09,2.765108798,1.658782957,2452210875,0.545,,1
2021-02-14_H2,12.9,2.4,2418.828093,2702.982356,70.70512817,30353.46422,1971206411,221.4603994,-12.73958533,1381555334,1889296310,47603.34,0.576205107,193.3844448,2.75,0,8040.26461,1.390682974,0.039616224,0.013146659,-0.00729052,0.316666667,0.03,0.002735566,1.204127821,-0.24,1.825913968,1.839959451,1598335726,0.575,,0
2021-02-15_H1,11.7,2.8,2368.913229,2815.487768,70.31586966,30186.00757,1857340167,217.021811,-11.63558559,1294918105,1928470727,47802.676,0.502478044,191.825704,2.75,1,6784.754501,1.457772213,-0.008967046,0.039616224,-0.004630039,1.197272727,-0.3,-0.038206952,2.025076601,-2.98,1.89037978,2.238770762,1081115310,0.55,,0
2021-02-15_H2,11.8,2.6,2404.443713,2885.144816,69.42058667,30352.32161,1961977899,215.1107464,-13.36249827,1337218892,1838516930,47878.876,0.6177758,200.4563584,2.5,0,5330.327693,1.452668507,-0.017189736,-0.008967046,-0.017412683,1.8325,-3.4,0.027070814,2.962468806,-4.44,1.204127821,2.21907477,995686012.7,0.51,,1
2021-02-16_H1,11.4,3.2,2415.01559,2926.724081,69.26056437,30994.46354,1806913683,216.3044444,-15.9237708,1212438815,1781202985,48144.266,0.618853073,202.9042341,3.75,0,4861.485658,1.376278864,0.002508964,-0.017189736,0.013146659,0.757142857,-0.92,0.042044784,2.102290767,-4.48,2.025076601,1.461250044,1194545226,1.095,,1
2021-02-16_H2,12.4,3.2,2429.57662,2972.19133,69.3409622,31482.7667,1794250258,221.2308065,-16.30469237,1229966812,1751474104,48482.456,0.476720554,196.8126352,3,0,4598.354471,1.279980547,0.020376118,0.002508964,0.039616224,0.990666667,-1.97,-0.00729052,2.345481979,-4.74,2.962468806,0.976486538,685889459.6,0.39,,1
2021-02-17_H1,11.7,3.2,2412.949718,3003.321638,68.74378697,32089.06106,1840590167,217.061402,-16.55424871,1198410527,1863030288,48500.764,0.596014748,185.4948901,3.25,2,4400.094634,1.162538254,0.005547779,0.020376118,-0.008967046,0.9325,0.01,-0.004630039,1.396762012,-3.81,2.102290767,1.067174962,1472446463,0.35,,1
2021-02-17_H2,11.8,2.6,2385.239024,3004.622004,69.55835268,32714.36843,1927000346,203.6079816,-15.0321629,1246491755,2013114563,49026.656,0.617122824,171.6087,2.75,1,4039.552681,1.063345151,0.042649502,0.005547779,-0.017189736,-0.064705882,-4.11,-0.017412683,2.043447,-2.35,2.345481979,1.828492668,1004697057,1.075,,1
2021-02-18_H1,12.1,3,2350.507665,2982.039327,71.4586819,33394.06527,2010355338,186.0359227,-15.44419906,1256298935,2018811646,49894.33,0.622517949,154.5708558,2.25,3,3748.679239,1.049445466,0.017015218,0.042649502,0.002508964,1.21,-0.7,0.013146659,0.970557032,-0.8,1.396762012,2.195931041,985775862.4,0.5,,0
2021-02-18_H2,13.5,2.6,2268.157832,2954.89867,72.45991522,34171.22603,1966376790,168.7055226,-16.58995069,1711402559,2013909593,50575.56,0.486861606,135.5159923,3,1,3541.475798,1.140239206,-0.015573797,0.017015218,0.020376118,0.312352941,0.09,0.039616224,1.656253717,-1.25,2.043447,2.047518803,811078455.1,0.99,,1
2021-02-19_H1,14.7,3.8,2276.915844,2923.066688,73.04213777,34735.06495,1956000929,150.1001629,-16.18711424,1768094901,1921639904,51111.228,0.561319502,118.9383532,3.75,1,3752.896233,1.175421619,0.004848794,-0.015573797,0.005547779,1.556153846,-0.24,-0.008967046,1.841594747,-4.55,0.970557032,1.632698792,651416944.9,0.18,,1
2021-02-19_H2,15.4,4.2,2228.996855,2917.44331,74.01330188,35352.78484,1899557092,131.1946195,-12.42599431,1778859733,1944395112,51812.08,0.530278607,105.2429622,5.25,1,3956.101855,1.291101332,0.021268574,0.004848794,0.042649502,0.348571429,-2.98,-0.017189736,1.807321044,-0.28,1.656253717,1.014019592,1071455607,0.31,,1
2021-02-20_H1,16.4,4.8,2315.506365,2935.393744,75.11352612,36259.10624,2014619525,118.2071134,-10.57121782,1964285917,2033053575,52742.308,0.690242304,100.0946044,5,0,4199.231124,1.327074103,0.061579965,0.021268574,0.017015218,1.000714286,-4.44,0.002508964,2.764662916,-4.78,1.841594747,2.744198941,812554314.5,0.31,,1
2021-02-20_H2,16,4.2,2248.470911,2948.59219,76.02286923,37205.97678,2015406832,113.3083188,-7.706739152,1900079744,1951264578,53580.226,0.752866844,99.96815767,4.25,0,4244.295258,1.376213758,0.007348552,0.061579965,-0.015573797,0.879545455,-4.48,0.020376118,2.581917322,-4.76,1.807321044,2.086645917,1025930426,0.43,,0
2021-02-21_H1,16,4.2,2301.750131,2954.2482,77.18460651,38170.93699,2039857910,112.5022649,-9.169035033,2003727666,1992010361,54491.862,0.75836978,103.4914784,3.5,1,4223.891684,1.450644203,-0.00787406,0.007348552,0.004848794,1.607368421,-4.74,0.005547779,1.538194496,-2.77,2.764662916,1.26391133,793321229.9,1.49,,1
2021-02-21_H2,15.2,3,2347.280836,2966.612572,78.71026416,38814.26849,1945416516,115.924401,-8.974451961,1954936853,1938898766,55635.598,1.067891573,112.424227,2.25,0,4220.423023,1.497790941,0.025213396,-0.00787406,0.021268574,0.459090909,-3.81,0.042649502,1.922968935,-1.66,2.581917322,1.829851095,995965625.1,0.05,,1
2021-02-22_H1,15.2,2,2374.715062,3026.762258,79.7777211,39825.01544,1908878754,121.1898451,-7.506902036,1871594115,1953099604,56591.81,0.816831106,122.638699,1.75,4,4164.069263,1.458286782,0.002785887,0.025213396,0.061579965,-0.428333333,-2.35,0.017015218,2.477821624,-4.72,1.538194496,0.847353912,1240558980,0.515,,0
2021-02-22_H2,16.4,1.8,2353.409701,3113.989155,76.8002286,40939.73802,2046454145,128.1601391,-10.16420542,1901545024,2117284697,56308.978,0.809005563,129.8009882,2,4,4040.998433,1.41624,-0.05134231,0.002785887,0.007348552,-0.113846154,-0.8,-0.015573797,1.887138317,-3.62,1.922968935,5.345296175,1283774089,0.315,,0
2021-02-23_H1,16.5,2.2,2285.094722,3198.305477,73.31477441,42389.36474,2416805459,140.8510425,-15.00306101,2230058485,2512780894,55864.312,0.860096667,143.6770507,1.75,2,4679.539341,1.679485659,-0.007302734,-0.05134231,-0.00787406,1.046666667,-1.25,0.004848794,1.169667069,-1.9,2.477821624,5.961839915,1010325146,0.75,,0
2021-02-23_H2,15.7,1.6,2220.666528,3292.119716,65.86908191,44232.10179,2813484417,179.5495339,-27.11021306,2148191860,2857383560,53963.18,0.889710084,187.4137467,1.75,0,5877.980219,1.984133357,-0.142753566,-0.007302734,0.025213396,-1.363333333,-4.55,0.021268574,3.296567046,-4.7,1.887138317,8.728794429,764531079.4,0.355,,1
2021-02-24_H1,15.7,1.8,2224.53249,3381.440599,59.31507265,44258.07457,2912389372,233.4370975,-36.82454801,2362775129,3058176478,52280.862,0.620150258,249.0111453,2,3,7116.447275,2.18347445,0.053960778,-0.142753566,0.002785887,-0.169230769,-0.28,0.061579965,2.487916843,-4.77,1.169667069,10.40691768,733700556.4,-0.105,,1
2021-02-24_H2,14.2,2.2,2355.110884,3409.549164,53.41892065,44220.20485,2974804869,292.032082,-43.11774558,2441369090,3019775389,50860.578,0.868764131,317.4798254,2.25,3,8441.8024,2.390595492,0.030058672,0.053960778,-0.05134231,0.398947368,-4.78,0.007348552,2.471725136,-4.49,3.296567046,3.58658039,890985590.6,0.01,,0
2021-02-25_H1,14,2.6,2299.684392,3383.070099,50.18619521,43751.6016,2915157140,353.2599339,-51.69445975,2355365280,3100285359,49904.35,1.021791917,381.0658327,2.5,0,9618.61057,2.626522733,-0.012514957,0.030058672,-0.007302734,-0.854,-4.76,-0.00787406,1.872731644,-0.59,2.487916843,1.799917005,1273885720,0.28,,1
2021-02-25_H2,14.2,2.4,2409.459078,3192.911694,47.64590542,43475.71294,2909832702,407.4385251,-59.19132028,2377438813,3082846136,49147.512,1.025025915,429.5607241,2.75,6,10743.56711,2.480168725,0.012039245,-0.012514957,-0.142753566,-0.750714286,-2.77,0.025213396,1.634124511,0.11,2.471725136,1.115524711,937173302.7,-0.02,,0
2021-02-26_H1,14.9,2.4,2405.169858,2943.085787,48.19300194,43831.99805,3019430948,448.1966538,-66.34380375,2430014613,3065073093,49285.05,0.908937316,462.1123443,2.5,4,11829.42407,2.134767007,-0.064646508,0.012039245,0.053960778,-0.231578947,-1.66,0.002785887,2.640574793,-4.8,1.872731644,3.133017217,1235660576,0.4,,0
2021-02-26_H2,15.3,2.4,2359.357726,2685.6872,47.14307974,43929.14331,3056070453,474.2528851,-72.93347372,2594399783,2847873261,48780.954,0.754990328,457.8760411,2.25,4,12019.19102,1.980124849,-0.014966165,-0.064646508,0.030058672,1.497142857,-4.72,-0.05134231,1.748143666,-4.72,1.634124511,3.053986035,850226291.3,0.18,,0
2021-02-27_H1,16.2,3,2476.744317,2420.00429,45.33533504,43902.07816,2753554424,471.6102684,-72.32463033,2658919671,2444289474,47972.148,0.693127627,413.4206485,2.75,0,11033.16034,1.96284034,-0.001158302,-0.014966165,-0.012514957,1.341875,-3.62,-0.007302734,2.352120157,-4.83,2.640574793,0.576230077,832880796.8,-0.47,,1
2021-02-27_H2,15,2.4,2826.081151,2167.410187,44.46216606,44293.16638,2340696718,435.250978,-73.36617473,2535545646,2204020527,47487.232,0.573567715,346.270369,2.5,0,9909.36919,1.93024325,0.021351337,-0.001158302,0.012039245,-0.080666667,-1.9,-0.142753566,1.765547203,-2.58,1.748143666,1.191848597,1270531037,0.105,,0
2021-02-28_H1,14.4,2.2,3287.863212,1879.931038,42.7298028,44810.71061,2114811713,378.03078,-77.16371519,2142527184,2075327156,46658.114,0.478452612,269.7318409,2.5,3,8891.770643,1.885555066,-0.023718344,0.021351337,-0.064646508,0.015909091,-4.7,0.053960778,2.25141437,-2.73,2.352120157,2.055442574,2156686117,0.26,,0
2021-02-28_H2,14.1,2.4,3363.658697,1571.064178,42.09540825,44766.3791,2045398129,311.2633688,-80.72926006,1797691665,2025765091,46302.99,0.518256775,196.0197048,2.5,2,8005.731756,2.10426267,-0.019140797,-0.023718344,-0.014966165,0.287692308,-4.77,0.030058672,1.41422633,-0.37,1.765547203,1.624852537,2328655839,0.98,,0
2021-03-01_H1,13.6,2.2,3436.704504,1258.996846,41.6554125,45043.87394,2006602583,243.0318413,-84.35993233,1618554745,2068022366,46079.552,0.49563701,138.4554385,1.25,2,7110.732458,2.256808059,-0.001020146,-0.019140797,-0.001158302,1.030454545,-4.49,-0.012514957,2.319901252,-4.65,2.25141437,0.769381467,1673539453,0.55,,1
2021-03-01_H2,14.3,1.6,3424.498468,974.7363788,42.92562267,45193.15781,2045054590,189.2811153,-81.04756686,1548745804,1969273156,46383.734,0.507481918,111.0218569,1.75,1,6217.281931,2.107625234,0.057099452,-0.001020146,0.021351337,0.3,-0.59,0.012039245,1.28797652,-2.52,1.41422633,3.031368408,1230134171,0.26,,1
2021-03-02_H1,15.4,3,3344.403577,701.5419455,44.58241845,45340.82684,1994768466,163.3187694,-74.96075138,1560203916,1852156537,46848.03,0.542583045,129.4837179,3.5,1,5136.927139,2.069053751,0.037405051,0.057099452,-0.023718344,0.991111111,0.11,-0.064646508,2.038249626,-3.41,2.319901252,4.674031979,1048432436,0.18,,0
2021-03-02_H2,15.6,3.2,3488.902608,434.8981659,46.37199909,45693.89649,1808036521,163.4266969,-67.90330422,1534618590,1767281372,47385.726,0.539124693,164.3040785,3.5,0,4653.842878,2.105302427,-0.015215049,0.037405051,-0.019140797,-0.252727273,-4.8,-0.014966165,1.896635423,-2.31,1.28797652,2.504103177,805103285.8,0.34,,0
2021-03-03_H1,15.7,3.8,3503.496707,182.9664967,48.29854603,45533.22505,1749030659,193.7671534,-62.50931644,1406441833,1768099692,48024.518,0.548814708,207.0904788,4.5,2,4356.676845,1.874007794,-0.007746747,-0.015215049,-0.001020146,0.207142857,-4.72,-0.001158302,1.9351841,-4.45,2.038249626,1.147995358,1220965232,0.435,,1
2021-03-03_H2,16.3,4.4,3497.826228,-5.678261167,51.93012105,45087.02162,1779813932,239.1901758,-50.82194677,1285387276,1821165921,49310.666,0.439167427,258.4452562,4.75,1,3921.489078,1.660915659,0.065783101,-0.007746747,0.057099452,0.14,-4.83,0.021351337,1.51407233,-0.37,1.896635423,3.300648034,1438587736,0.26,,0
2021-03-04_H1,17.3,5.6,3407.821497,-115.0109774,53.14031101,44605.68756,1874483636,288.6458532,-41.44222496,1247513171,1879996307,49820.094,0.459810022,309.0568221,5,3,3500.587874,1.510898001,-0.025133982,0.065783101,0.037405051,1.165185185,-2.58,-0.023718344,1.982903536,-4.64,1.9351841,4.263168343,1055602457,0.77,,0
2021-03-04_H2,18.9,5,3364.405676,-180.4914431,52.77887417,44145.81861,1904703645,333.9375175,-34.17443714,1297572032,1909309162,49766.128,0.375251224,347.6138382,5.75,2,3130.841014,1.247410749,-0.020386148,-0.025133982,-0.015215049,0.46,-2.73,-0.019140797,1.477098528,-1.12,1.51407233,2.38468242,799700093.4,0.15,,0
2021-03-05_H1,20.6,6,3331.220271,-221.0794848,52.32208542,43478.12896,1920918295,365.3478804,-31.83776242,1366794787,1926152315,49662.902,0.328074042,359.4512261,6.25,2,2785.319272,0.950361987,-0.020287555,-0.020386148,-0.007746747,1.03826087,-0.37,-0.001020146,2.331257697,-4.62,1.982903536,1.924904705,705312017.6,0.145,,0
2021-03-05_H2,21,5.8,3301.819537,-191.9700199,51.6232154,42747.38489,1897149258,374.6929953,-33.61458505,1374198982,1857708346,49465.086,0.310222489,345.2154674,6.25,0,2715.610155,0.808180883,-0.01760844,-0.020287555,0.065783101,0.317894737,-4.65,0.057099452,1.991355356,-4.59,1.477098528,1.744498597,909170639.5,0.215,,1
2021-03-06_H1,21.3,5.8,3287.365999,-141.2752634,50.03112717,42048.58588,1879620459,361.012468,-34.32459147,1379861735,1933966753,48881.806,0.28065795,313.6037877,5,2,2586.083385,0.605520507,0.026587737,-0.01760844,-0.025133982,1.1584375,-2.52,0.037405051,2.491489705,-4.42,2.331257697,2.149589716,908626807.1,0.45,,0
2021-03-06_H2,20.9,4.2,3219.674142,-95.75680081,48.88495593,41761.72139,1804089940,331.7817583,-35.25766054,1310091267,1830206265,48434.566,0.469744444,270.8947462,4,0,2791.830322,0.520859354,-0.012691242,0.026587737,-0.020386148,0.605217391,-3.41,-0.015215049,2.473632123,-4.51,1.991355356,1.895889444,925876385.4,0.53,,1
2021-03-07_H1,19.3,3.6,3127.505274,-70.79505317,48.74257008,41817.05519,1757550289,293.5332405,-40.23329876,1532275276,1742655528,48340.078,0.382410879,221.1247062,2.75,3,3111.967801,0.435574666,0.015292895,-0.012691242,-0.020287555,0.768076923,-2.31,-0.007746747,2.188831246,-4.69,2.491489705,1.340352271,1106690300,0.38,,1
2021-03-07_H2,18.8,2.8,3093.568469,-74.14774825,50.13422036,41944.11878,1704772382,247.6025393,-39.70551275,1492665192,1627210202,48810.188,0.388416435,170.1969384,2.5,2,3378.87741,0.409078564,0.03725477,0.015292895,-0.01760844,0.597333333,-4.45,0.065783101,1.599345321,-0.97,2.473632123,2.561372321,752778272.9,0.35,,1
2021-03-08_H1,18.1,2.4,3135.191436,-74.59521715,52.13964374,42085.7014,1591219620,199.5795374,-37.88977834,1474161972,1521728850,49500.598,0.379403656,133.1080127,2,2,3626.737453,0.379030297,0.004927408,0.03725477,0.026587737,0.559411765,-0.37,-0.025133982,2.062779825,-2.74,2.188831246,2.052327592,772367097.2,0.52,,0
2021-03-08_H2,17.9,1.6,3081.24919,-82.29300126,53.06698458,42669.50192,1545953917,157.7823908,-36.39719585,1464566465,1480778444,49845.46,0.376404027,114.7006478,1.75,2,3800.220978,0.422392616,-0.009114245,0.004927408,-0.012691242,-0.276,-4.64,-0.020386148,1.477998506,-0.62,1.599345321,0.841216798,984355216.4,0.26,,1
2021-03-09_H1,16.9,2,3093.232819,-82.59742844,55.34210501,43529.58477,1506345956,133.6727774,-29.3455439,1457193411,1479519971,50695.194,0.377280133,111.0855002,2,2,4026.013061,0.487812968,0.037729744,-0.009114245,0.015292895,0.683636364,-1.12,-0.020287555,0.506138786,-0.7,2.062779825,2.392469469,1093231682,0.525,,1
2021-03-09_H2,16.4,2.6,3091.53119,-48.97362221,58.04851118,43987.04684,1575484031,129.7458376,-23.95980083,1488534103,1510123857,51768.824,0.297750135,121.3437357,2.5,0,4286.783902,0.674418503,0.035415119,0.037729744,0.03725477,0.683333333,-4.62,-0.01760844,1.840004529,-4.81,1.477998506,3.323026433,993045348.1,0.35,,1
2021-03-10_H1,16.1,3,3019.007533,8.512292888,60.01435496,44520.32455,1523135689,139.4823456,-17.35456463,1444607996,1612876180,52611.706,0.335065975,140.1735493,3.25,1,4048.379406,0.845583684,0.012306272,0.035415119,0.004927408,0.694375,-4.59,0.026587737,1.742759438,-0.07,0.506138786,2.014643287,994910206.7,0.21,,0
2021-03-10_H2,16,3.2,2986.501995,70.34437687,61.81689477,44654.29634,1673077774,155.2968074,-13.21934704,1478184358,1733666247,53393.632,0.331048653,157.511602,4,0,3747.375425,0.993958553,-0.000999295,0.012306272,-0.009114245,0.415294118,-4.42,-0.012691242,1.743677682,-2.54,1.840004529,0.531552879,807631075.2,-0.01,,1
2021-03-11_H1,15.7,3.4,2855.751853,161.4668634,64.39825546,44651.96291,1842671546,172.8320351,-12.33175892,1543693593,1900254572,54472.358,0.375279789,175.66072,3.5,0,3612.395974,1.047750587,0.018578991,-0.000999295,0.037729744,0.575,-4.51,0.015292895,2.100119437,-4.09,1.742759438,0.824240367,1019393937,0.11,,1
